event,$amount,$app_build_number,$app_release,$app_version,$app_version_string,$bluetooth_version,$brand,$carrier,$city,$device_id,$distinct_id_before_identity,$had_persisted_distinct_id,$has_nfc,$has_telephone,$identity_failure_reason,$insert_id,$is_reshuffled,$lib_version,$manufacturer,$model,$mp_api_endpoint,$mp_api_timestamp_ms,$mp_event_size,$os,$os_version,$partner_id,$preshuffle_distinct_id,$radio,$region,$screen_dpi,$screen_height,$screen_width,$user_id,$wifi,ab_test_name,ab_test_revision,access_level_id,activated_at,af_ad,af_ad_id,af_ad_type,af_adset,af_adset_id,af_c_id,af_channel,af_keywords,af_siteid,ai_type,app_version,aspect_ratio,auto_progress,base_plan_id,billing_issue_detected_at,c,campaign,cancellation_reason,cohort_name,coins,component_stack,consecutive_payments,cost,creation_id,creation_url,currency,current_coins,developer_id,distinct_id,download_status,duration,entry_source,environment,error,error_message,error_name,error_stack,error_status,event_datetime,expires_at,from_page,gender,impression_based,is_active,is_continue_editing,is_in_grace_period,is_lifetime,is_pro,is_refund,is_video,location,media_source,mode,model,mp_country_code,mp_lib,mp_processing_time_ms,name,net_revenue_local,net_revenue_usd,network,original_purchase_date,original_transaction_id,output_mode,page_name,page_number,paywall_id,paywall_name,paywall_revision,permission_status,photo_count,photo_type,platform,price,price_local,price_usd,proceeds_local,proceeds_usd,product_id,product_name,product_type,profile_country,profile_event_id,profile_has_access_level,profile_id,profile_ip_address,profile_total_revenue_usd,profiles_sharing_access_level,promotional_offer_id,prompt,prompt_source,prompt_text,prompt_title,purchase_date,rate_after_first_year,reason,reasons,regenerate,renewed_at,save_status,screen_type,section_id,section_name,selected_title,source,starts_at,status,store,store_country,store_offer_category,store_offer_discount_type,style_name,style_slug,subscription_expires_at,tab,tax_amount_local,tax_amount_usd,time,timestamp,to_page,transaction_id,trial_duration,variation_id,vendor_product_id,wifi,will_renew,total_pages,$bluetooth_enabled,completed_pages,result
subscription_renewed,9.99,,,,,,,,,,,,,,,5e51a060-8ad5-4c26-95e9-26bc24e1b2e5,,4.5.0,,,api.mixpanel.com,1774800341863,1877,,,,,,,,,,user_11,,Intro ABC,,,,,,,,,,,,,,,,,,,,,,All Users,,,12.0,,,,USD,,all_paywall_with_intro_test,user_11,,,,Production,,,,,,2026-03-30T00:04:43,,,,,,,,,,,,,,,,,python,1774800343284,,6.992999999999999,6.992999999999999,,2026-01-12T01:04:43,120003314486477,,,,,Standart Paywall - NonTrial With 7999 - Intro Price (type_2),1.0,,,,,,9.99,9.99,6.992999999999999,6.992999999999999,,,,US,5e51a060-8ad5-4c26-95e9-26bc24e1b2e5,,448427dd-6a6f-4b8a-9ce4-6ed48fd5f443,174.252.223.58,156.86,,,,,,,2026-03-30T00:04:43,False,,,,,,,,,,,,,app_store,US,,,,,2026-04-06T00:04:43,,0.0,0.0,1774800341,,,120003634895206,,0c3576d4-bf39-4428-b612-51a89b4d9be5,weekly_premium_intro,,,,,,
subscription_renewed,12.99,,,,,,,,,,,,,,,ec057ae4-74b8-45d8-a9bc-31bb22770cc7,,4.5.0,,,api.mixpanel.com,1774817015249,1785,,,,,,,,,,user_12,,,,,,,,,,,,,,,,,,,,,,,,All Users,,,13.0,,,,USD,,upgrade_with_intro,user_12,,,,Production,,,,,,2026-03-30T04:42:50,,,,,,,,,,,,,,,,,python,1774817015352,,9.093,9.093,,2026-01-11T02:22:28,580001940765690,,,,,Upgrade Paywall (Subs Prompted),1.0,,,,,,12.99,12.99,9.093,9.093,,,,US,ec057ae4-74b8-45d8-a9bc-31bb22770cc7,,eb84bbf1-c7f1-4623-a440-487cb3918f43,96.43.243.164,157.0175161706349,,,,,,,2026-03-30T04:42:50,False,,,,,,,,,,,,,app_store,US,,,,,2026-04-06T04:42:50,,0.0,0.0,1774817015,,,580002113882631,,fb081bbf-ca9c-4e2f-8726-7cc71b5a50da,weekly_upgrade_gold,,,,,,
subscription_renewed,9.99,,,,,,,,,,,,,,,fa0248d6-c69d-460a-8119-774588c9ae56,,4.5.0,,,api.mixpanel.com,1774801257118,1854,,,,,,,,,,user_13,,Weekly or Yearly promoted test,,,,,,,,,,,,,,,,,,,,,,All Users,,,9.0,,,,USD,,custom_with_intro,user_13,,,,Production,,,,,,2026-03-30T00:20:35,,,,,,,,,,,,,,,,,python,1774801257155,,6.992999999999999,6.992999999999999,,2026-02-02T01:20:35,180003244706927,,,,,Custom Paywall With Intro(yearly promoted),1.0,,,,,,9.99,9.99,6.992999999999999,6.992999999999999,,,,US,fa0248d6-c69d-460a-8119-774588c9ae56,,b5f57bcd-c83b-4c91-b0f4-51b7a5bc7359,136.37.202.9,86.91,,,,,,,2026-03-30T00:20:35,False,,,,,,,,,,,,,app_store,US,,,,,2026-04-06T00:20:35,,0.0,0.0,1774801257,,,180003361817740,,f68dc772-df28-49d0-9874-128cd975680d,weekly_premium_intro,,,,,,
subscription_renewed,12.99,,,,,,,,,,,,,,,4c301e0b-bb0e-464f-bb2e-884abb0babf0,,4.5.0,,,api.mixpanel.com,1774808392843,1809,,,,,,,,,,user_14,,,,,,,,,,,,,,,,,,,,,,,,All Users,,,11.0,,,,USD,,all_paywall_with_intro_test,user_14,,,,Production,,,,,,2026-03-30T02:18:56,,,,,,,,,,,,,,,,,python,1774808392908,,9.093,9.093,,2026-01-22T23:00:23,470002993932626,,,,,Standart Paywall - NonTrial With 7999 (type_1),1.0,,,,,,12.99,12.99,9.093,9.093,,,,US,4c301e0b-bb0e-464f-bb2e-884abb0babf0,,16062348-1c95-4bca-af29-ab646c83d188,172.58.255.168,133.0750063988095,,,,,,,2026-03-30T02:18:56,False,,,,,,,,,,,,,app_store,US,,,,,2026-04-06T02:18:56,,0.0,0.0,1774808392,,,470003145526435,,48e5d4c9-c73f-4d4a-bec2-018d4cf39454,weekly_upgrade_gold,,,,,,
subscription_renewed,6.99,,,,,,,,,,,,,,,59e31ed8-3e42-4aec-a538-444dc29f0fef,,4.5.0,,,api.mixpanel.com,1774815211766,1801,,,,,,,,,,user_15,,Intro ABC,,,,,,,,,,,,,,,,,,,,,,All Users,,,12.0,,,,USD,,all_paywall_with_intro_test,user_15,,,,Production,,,,,,2026-03-30T04:12:32,,,,,,,,,,,,,,,,,python,1774815211907,,4.893,4.893,,2026-01-12T05:12:32,260002709754545,,,,,Standart Paywall - NonTrial With 7999 (type_1),1.0,,,,,,6.99,6.99,4.893,4.893,,,,US,59e31ed8-3e42-4aec-a538-444dc29f0fef,,39b23692-38e0-46cc-a06e-85680949b40f,70.224.67.168,83.88,,,,,,,2026-03-30T04:12:32,False,,,,,,,,,,,,,app_store,US,,,,,2026-04-06T04:12:32,,0.0,0.0,1774815211,,,260002888723397,,99b4e43b-c76a-42a3-99b4-de0d11477ba2,weekly_upgrade_basic,,,,,,
subscription_renewed,9.99,,,,,,,,,,,,,,,80c516ba-a746-4e9a-a80f-95a265a7aff2,,4.5.0,,,api.mixpanel.com,1774800829993,1856,,,,,,,,,,user_16,,Weekly or Yearly promoted test,,,,,,,,,,,,,,,,,,,,,,All Users,,,9.0,,,,USD,,custom_with_intro,user_16,,,,Production,,,,,,2026-03-30T00:13:02,,,,,,,,,,,,,,,,,python,1774800844525,,6.992999999999999,6.992999999999999,,2026-02-02T01:13:02,720002369239907,,,,,Custom Paywall With Intro(weekly promoted),1.0,,,,,,9.99,9.99,6.992999999999999,6.992999999999999,,,,PR,80c516ba-a746-4e9a-a80f-95a265a7aff2,,1d1cadf8-2f46-4eb7-aa67-8e4582988942,104.219.29.242,86.91,,,,,,,2026-03-30T00:13:02,False,,,,,,,,,,,,,app_store,US,,,,,2026-04-06T00:13:02,,0.0,0.0,1774800829,,,720002460145971,,71a23214-a348-4a82-8be2-3d9ee8dca422,weekly_premium_intro,,,,,,
subscription_renewed,6.99,,,,,,,,,,,,,,,cbf3cc93-13f3-4a9d-8066-30f87e676fb3,,4.5.0,,,api.mixpanel.com,1774805999915,1793,,,,,,,,,,user_17,,,,,,,,,,,,,,,,,,,,,,,,All Users,,,10.0,,,,USD,,all_paywall_with_intro_test,user_17,,,,Production,,,,,,2026-03-30T01:39:37,,,,,,,,,,,,,,,,,python,1774806000110,,4.893,4.893,,2026-01-26T02:39:37,420002921298478,,,,,Standart Paywall - NonTrial With 7999 (type_1),1.0,,,,,,6.99,6.99,4.893,4.893,,,,US,cbf3cc93-13f3-4a9d-8066-30f87e676fb3,,eefa3f2a-93f0-4e8d-b418-54c5ad36cb8d,67.8.104.181,84.89,,,,,,,2026-03-30T01:39:37,False,,,,,,,,,,,,,app_store,US,,,,,2026-04-06T01:39:37,,0.0,0.0,1774805999,,,420003037737417,,48e5d4c9-c73f-4d4a-bec2-018d4cf39454,weekly_upgrade_basic,,,,,,
subscription_renewed,6.99,,,,,,,,,,,,,,,58378f0a-e44d-4187-a876-6c40449e4302,,4.5.0,,,api.mixpanel.com,1774816489097,1794,,,,,,,,,,user_18,,,,,,,,,,,,,,,,,,,,,,,,All Users,,,11.0,,,,USD,,all_paywall_with_intro_test,user_18,,,,Production,,,,,,2026-03-30T04:34:25,,,,,,,,,,,,,,,,,python,1774816489198,,4.893,4.893,,2026-01-19T05:34:25,320002686618365,,,,,Standart Paywall - NonTrial With 7999 (type_1),1.0,,,,,,6.99,6.99,4.893,4.893,,,,US,58378f0a-e44d-4187-a876-6c40449e4302,,3d07b378-5d56-465a-ac6d-58dd97d358c2,47.159.213.69,76.89,,,,,,,2026-03-30T04:34:25,False,,,,,,,,,,,,,app_store,US,,,,,2026-04-06T04:34:25,,0.0,0.0,1774816489,,,320002936825009,,48e5d4c9-c73f-4d4a-bec2-018d4cf39454,weekly_upgrade_basic,,,,,,
subscription_renewed,9.99,,,,,,,,,,,,,,,cfbcd031-4872-444e-9e9e-aa633755d038,,4.5.0,,,api.mixpanel.com,1774821151216,1854,,,,,,,,,,user_19,,Weekly or Yearly promoted test,,,,,,,,,,,,,,,,,,,,,,All Users,,,8.0,,,,USD,,custom_with_intro,user_19,,,,Production,,,,,,2026-03-30T05:51:37,,,,,,,,,,,,,,,,,python,1774821151336,,6.992999999999999,6.992999999999999,,2026-02-07T01:09:00,590002483043643,,,,,Custom Paywall With Intro(yearly promoted),1.0,,,,,,9.99,9.99,6.992999999999999,6.992999999999999,,,,US,cfbcd031-4872-444e-9e9e-aa633755d038,,2e4312b8-3491-475d-97d2-82d6697f8fcd,172.59.160.9,76.92,,,,,,,2026-03-30T05:51:37,False,,,,,,,,,,,,,app_store,US,,,,,2026-04-06T05:51:37,,0.0,0.0,1774821151,,,590002563420143,,f68dc772-df28-49d0-9874-128cd975680d,weekly_premium_intro,,,,,,
subscription_renewed,10.33260795989928,,,,,,,,,,,,,,,e40454f7-4756-4b8a-8f87-4886e671f713,,4.5.0,,,api.mixpanel.com,1774822064735,1886,,,,,,,,,,user_20,,,,,,,,,,,,,,,,,,,,,,,,All Users,,,4.0,,,,USD,,custom_with_intro,user_20,,,,Production,,,,,,2026-03-30T06:06:32,,,,,,,,,,,,,,,,,python,1774822078624,,9.539090909090907,6.575295974481358,,2026-03-09T06:06:32,550002843323945,,,,,Custom Paywall With Intro(weekly promoted),1.0,,,,,,14.99,10.33260795989928,10.493,7.232825571929495,,,,AU,e40454f7-4756-4b8a-8f87-4886e671f713,,93a07ba7-444d-45d7-95a9-c127f106b5a4,60.241.128.150,38.30451676382058,,,,,,,2026-03-30T06:06:32,False,,,,,,,,,,,,,app_store,AU,,,,,2026-04-06T06:06:32,,1.362727272727273,0.93932799635448,1774822064,,,550002878525945,,990f906b-1b69-42ef-9cef-1ca119aef3a8,weekly_premium_intro,,,,,,
subscription_renewed,9.99,,,,,,,,,,,,,,,7c1c7f63-b3bb-42a1-b6c7-ab89fea06692,,4.5.0,,,api.mixpanel.com,1774818872961,1853,,,,,,,,,,user_21,,Weekly or Yearly promoted test,,,,,,,,,,,,,,,,,,,,,,All Users,,,7.0,,,,USD,,custom_with_intro,user_21,,,,Production,,,,,,2026-03-30T05:12:44,,,,,,,,,,,,,,,,,python,1774818873032,,6.992999999999999,6.992999999999999,,2026-02-16T06:12:44,440002932211483,,,,,Custom Paywall With Intro(yearly promoted),1.0,,,,,,9.99,9.99,6.992999999999999,6.992999999999999,,,,US,7c1c7f63-b3bb-42a1-b6c7-ab89fea06692,,af6c9535-0afa-4c0b-86c5-5377aa3f1ab6,73.151.57.0,66.93,,,,,,,2026-03-30T05:12:44,False,,,,,,,,,,,,,app_store,US,,,,,2026-04-06T05:12:44,,0.0,0.0,1774818872,,,440003014572173,,f68dc772-df28-49d0-9874-128cd975680d,weekly_premium_intro,,,,,,
subscription_renewed,12.99,,,,,,,,,,,,,,,5e4cc637-3bf2-49eb-b06d-8db1b58b06c0,,4.5.0,,,api.mixpanel.com,1774805086658,1823,,,,,,,,,,user_22,,Weekly or Yearly promoted test,,,,,,,,,,,,,,,,,,,,,,All Users,,,9.0,,,,USD,,custom_with_intro,user_22,,,,Production,,,,,,2026-03-30T01:24:01,,,,,,,,,,,,,,,,,python,1774805090653,,9.093,9.093,,2026-02-03T00:34:59,1430000048665894,,,,,Custom Paywall With Intro(yearly promoted),1.0,,,,,,12.99,12.99,9.093,9.093,,,,US,5e4cc637-3bf2-49eb-b06d-8db1b58b06c0,,f5224fc0-8b1e-4900-aef8-69952e77fac4,71.192.63.205,109.9870379960317,,,,,,,2026-03-30T01:24:01,False,,,,,,,,,,,,,app_store,US,,,,,2026-04-06T01:24:01,,0.0,0.0,1774805086,,,430002956800092,,f68dc772-df28-49d0-9874-128cd975680d,weekly_upgrade_gold,,,,,,
subscription_renewed,6.8861076397194,,,,,,,,,,,,,,,3f5ef214-b24c-4c92-858f-c7484985a507,,4.5.0,,,api.mixpanel.com,1774805305127,1908,,,,,,,,,,user_23,,,,,,,,,,,,,,,,,,,,,,,,All Users,,,10.0,,,,USD,,all_paywall_with_intro_test,user_23,,,,Production,,,,,,2026-03-30T01:27:24,,,,,,,,,,,,,,,,,python,1774805305294,,6.357272727272727,4.382068498003254,,2026-01-26T02:27:24,140003406605197,,,,,Standart Paywall - NonTrial With 7999 (type_1),1.0,,,,,,9.99,6.8861076397194,6.992999999999999,4.820275347803579,,,,AU,3f5ef214-b24c-4c92-858f-c7484985a507,,5b2bc181-8465-48c3-9290-f0e050c58d32,125.168.136.93,70.01660951735005,,,,,,,2026-03-30T01:27:24,False,,,,,,,,,,,,,app_store,AU,,,,,2026-04-06T01:27:24,,0.9081818181818182,0.6260097854290364,1774805305,,,140003537691274,,48e5d4c9-c73f-4d4a-bec2-018d4cf39454,weekly_upgrade_basic,,,,,,
subscription_renewed,9.99,,,,,,,,,,,,,,,9bc736db-9e03-431d-b2c8-ea1cd8f3f14e,,4.5.0,,,api.mixpanel.com,1774802775966,1855,,,,,,,,,,user_24,,,,,,,,,,,,,,,,,,,,,,,,All Users,,,6.0,,,,USD,,all_paywall_with_intro_test,user_24,,,,Production,,,,,,2026-03-30T00:45:02,,,,,,,,,,,,,,,,,python,1774802776110,,6.992999999999999,6.992999999999999,,2026-01-19T00:23:36,180003074410468,,,,,Standart Paywall - NonTrial With 7999 (type_1),1.0,,,,,,9.99,9.99,6.992999999999999,6.992999999999999,,,,US,9bc736db-9e03-431d-b2c8-ea1cd8f3f14e,,acad52cb-7c1a-4af2-a093-d9cbfbf25fb4,104.230.100.215,62.72808095238096,,,,,,,2026-03-30T00:45:02,False,,,,,,,,,,,,,app_store,US,,,,,2026-04-06T00:45:02,,0.0,0.0,1774802775,,,180003361855970,,48e5d4c9-c73f-4d4a-bec2-018d4cf39454,weekly_premium_intro,,,,,,
